Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66ce32ebd8da920539a1bdd5,665c7ba6b596a3558adbf2ec,APPROVED,Not Applicable,2024-08-27T20:11:45.644000Z,2024-08-27T21:13:58.261000Z,2024-08-28T20:08:55.736000Z,2024-08-27T21:13:58.868858Z,3733.0,CVRK3FRJ,62,22,Female,Black,Nigeria,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66ce358b6ee52ce04f5a9a98,5755c957eb80c4000741a9ce,APPROVED,Not Applicable,2024-08-27T20:23:27.928000Z,2024-08-27T20:40:52.954000Z,2024-08-28T20:09:30.473000Z,2024-08-27T20:40:53.421580Z,1046.0,CVRK3FRJ,3812,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66ce40e9525a8b846a74bef1,6659e2efdb732dbd7f707a98,APPROVED,Not Applicable,2024-08-27T21:11:21.930000Z,2024-08-27T21:27:12.294000Z,2024-08-28T20:08:57.686000Z,2024-08-27T21:27:12.903411Z,951.0,CVRK3FRJ,118,19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
66ce40ea18c0760e162ab58f,5efb49177e130c0785b93842,APPROVED,Not Applicable,2024-08-27T21:11:10.323000Z,2024-08-27T21:54:34.962000Z,2024-08-28T20:08:59.203000Z,2024-08-27T21:55:55.612715Z,2605.0,CVRK3FRJ,1026,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66ce4b0670c940bb6ee1fdfb,5ecc0077922a5d0a247e79ac,APPROVED,Not Applicable,2024-08-27T21:54:31.361000Z,2024-08-27T22:13:12.898000Z,2024-08-28T20:09:29.463000Z,2024-08-27T22:13:13.747169Z,1122.0,CVRK3FRJ,28,18,Male,Asian,India,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
66ce2dcec83d9833100af4e7,63468b1061ea9fad9573cee9,RETURNED,Not Applicable,2024-08-27T19:49:41.096000Z,,,,,,1489,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2dd4ef3db7bafd393ab1,5c993969c6d15000019bbc4f,RETURNED,Not Applicable,2024-08-27T19:49:52.925000Z,,,,,,2196,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2ddacaf67c0afeb4328f,6676d189dcbd4eca274768b2,RETURNED,Not Applicable,2024-08-27T19:52:19.933000Z,,,,,,126,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2dfdf0f203e904751e5b,5e713a14dcb6a904c303ade8,RETURNED,Not Applicable,2024-08-27T19:50:25.357000Z,,,,,,1142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2e00a5ad97f9c0a4b195,66c0715006bb453a01989467,RETURNED,Not Applicable,2024-08-27T19:51:15.362000Z,,,,,,36,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2e0444d823a0d4543716,6127434524838af88552a744,RETURNED,Not Applicable,2024-08-27T19:50:41.270000Z,,,,,,919,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2e09a27a93fa19a4b264,6615cf2bee511e3e7975b884,REJECTED,Not Applicable,2024-08-27T19:50:59.085000Z,2024-08-27T20:58:50.446000Z,2024-08-27T21:05:32.482000Z,2024-08-27T21:01:01.926000Z,4072.0,NOCODE,78,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2e0c302b3d2693dbae24,5f12178ab3ab9d046595ce66,RETURNED,Not Applicable,2024-08-27T19:50:43.553000Z,,,,,,422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2e919c9373f0759fdd54,5e36965ded5a2b62bf438768,TIMED-OUT,Not Applicable,2024-08-27T19:53:05.170000Z,,,,870871.0,,1397,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
66ce2eba6727e7ae88d0cfce,66c60f55277b42d678ad6b78,RETURNED,Not Applicable,2024-08-27T19:54:22.691000Z,,,,,,20,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce2fb18b762e1bfaae86fb,665c050b07508f6c4f8d01e0,RETURNED,Not Applicable,2024-08-27T19:57:43.917000Z,,,,,,222,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce3216d94f425eaab5d51a,65e729bda61d35956dfd5316,RETURNED,Not Applicable,2024-08-27T20:08:05.873000Z,,,,,,234,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce33d5601e9ebb2036d388,636547c2b26e5248a9d03c01,RETURNED,Not Applicable,2024-08-27T20:15:22.200000Z,,,,,,2176,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66ce455e4dba82f4f13101ef,66107a3619b2031a5256b327,RETURNED,Not Applicable,2024-08-27T21:30:20.970000Z,,,,,,261,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
