Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66c65d3fbbf3b99bb89cc931,653ad51a96ba72b4243e5c07,APPROVED,Not Applicable,2024-08-21T21:33:51.519000Z,2024-08-21T22:01:37.417000Z,2024-08-26T01:49:03.150000Z,2024-08-21T22:03:59.060688Z,1666.0,CVRK3FRJ,289,22,Male,Other,United Arab Emirates,Canada,Canada,English,Yes,DATA_EXPIRED
66c65d4ad938d656c768627f,667ae30569196599fa6b0ba9,APPROVED,Not Applicable,2024-08-21T21:34:10.662000Z,2024-08-21T21:57:48.838000Z,2024-08-26T01:48:30.542000Z,2024-08-21T21:57:49.525544Z,1419.0,CVRK3FRJ,43,19,Male,White,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
66c65d7dbbf3b99bb89cc941,66becf77a87578f124f8a036,APPROVED,Not Applicable,2024-08-21T21:35:02.026000Z,2024-08-21T22:06:45.419000Z,2024-08-26T01:48:17.090000Z,2024-08-21T22:06:46.103235Z,1904.0,CVRK3FRJ,1,30,Male,White,Turkey,United Kingdom,Turkey,Turkish,Yes,Full-Time
66c65dcf4925aeda64f35b91,669588e8ad1745596a02a04b,APPROVED,Not Applicable,2024-08-21T21:36:20.528000Z,2024-08-21T21:49:37.439000Z,2024-08-26T01:49:01.166000Z,2024-08-21T21:51:02.724543Z,797.0,CVRK3FRJ,165,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66c65e5b7a95a3eee2965569,6695703cec19c758ec8dbd7c,APPROVED,Not Applicable,2024-08-21T21:39:02.990000Z,2024-08-21T22:20:16.922000Z,2024-08-26T01:48:18.806000Z,2024-08-21T22:20:17.624393Z,2474.0,CVRK3FRJ,1,23,Male,Black,Canada,Canada,Canada,English,No,Part-Time
66c65e9c60a614bc03d42b2f,5e02e5144acfb9e385bb4c5a,APPROVED,Not Applicable,2024-08-21T21:39:52.579000Z,2024-08-21T22:04:49.535000Z,2024-08-26T01:48:44.604000Z,2024-08-21T22:04:50.368750Z,1497.0,CVRK3FRJ,26,33,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66c65ea101aa0ec049929b27,6668c49e07ce221e29f2bc5a,APPROVED,Not Applicable,2024-08-21T21:40:16.589000Z,2024-08-21T22:03:11.349000Z,2024-08-26T01:48:59.744000Z,2024-08-21T22:04:12.206145Z,1375.0,CVRK3FRJ,22,25,Male,Asian,Canada,Canada,Canada,Chinese,No,Unemployed (and job seeking)
66c65ec96636d7178ab162c9,66ba5f3894e5b3812210f9bb,APPROVED,Not Applicable,2024-08-21T21:40:29.679000Z,2024-08-21T22:10:25.571000Z,2024-08-26T01:48:34.096000Z,2024-08-21T22:10:26.250796Z,1796.0,CVRK3FRJ,30,28,Male,White,Latvia,United Kingdom,Latvia,Russian,No,Full-Time
66c65ed9b45178892c0bf598,6658cf093c3b7a255aeae9eb,APPROVED,Not Applicable,2024-08-21T21:42:48.233000Z,2024-08-21T22:11:48.807000Z,2024-08-26T01:48:35.953000Z,2024-08-21T22:11:50.157111Z,1741.0,CVRK3FRJ,10,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66c65eff96d2c859d90b4708,5ed7b0c59a2ae024836e32d5,APPROVED,Not Applicable,2024-08-21T21:41:44.544000Z,2024-08-21T22:27:42.202000Z,2024-08-26T01:48:12.952000Z,2024-08-21T22:27:42.847652Z,2758.0,CVRK3FRJ,72,48,Female,White,Ukraine,Canada,Canada,Russian,DATA_EXPIRED,DATA_EXPIRED
66c65f18dd59bc4fa4405877,668221ef283ed3e39954487f,APPROVED,Not Applicable,2024-08-21T21:42:18.454000Z,2024-08-21T21:57:42.883000Z,2024-08-26T01:48:57.320000Z,2024-08-21T21:57:43.515640Z,925.0,CVRK3FRJ,46,37,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
66c65f2be57b58b16a993c22,6664661dece3c191d9dd5ab2,APPROVED,Not Applicable,2024-08-21T21:42:13.729000Z,2024-08-21T22:06:12.583000Z,2024-08-26T01:48:32.901000Z,2024-08-21T22:06:14.423173Z,1439.0,CVRK3FRJ,145,41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66c65f3b1735b98e6e52c3d8,666cb540cd1f9d9f05c12105,APPROVED,Not Applicable,2024-08-21T21:42:28.361000Z,2024-08-21T22:08:49.194000Z,2024-08-26T01:47:26.296000Z,2024-08-21T22:08:49.940702Z,1581.0,CVRK3FRJ,35,22,Male,Mixed,Canada,Canada,Canada,English,Yes,Other
66c66018dfdfd51d3e28caf7,66ba287d1cd394ac6c21a43c,APPROVED,Not Applicable,2024-08-21T21:46:05.457000Z,2024-08-21T22:00:25.992000Z,2024-08-26T01:48:08.427000Z,2024-08-21T22:02:27.128221Z,861.0,CVRK3FRJ,11,28,Female,Asian,India,Canada,India,Telugu,No,Full-Time
66c66024c264ce07a557a50a,61080d1c39e080da7841eade,APPROVED,Not Applicable,2024-08-21T21:46:24.150000Z,2024-08-21T22:03:08.083000Z,2024-08-26T01:47:38.561000Z,2024-08-21T22:04:11.975339Z,1004.0,CVRK3FRJ,1409,22,Female,White,United States,United States,United States,English,Yes,Other
66c660359a0e66a5b0c174ea,650b604dbf69c1cada1ba416,APPROVED,Not Applicable,2024-08-21T21:46:33.582000Z,2024-08-21T22:14:05.787000Z,2024-08-26T01:47:37.935000Z,2024-08-21T22:16:01.801295Z,1653.0,CVRK3FRJ,281,19,Male,Mixed,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
66c6608244903af73b1a8ffe,5c6c260dce4e560001f75731,APPROVED,Not Applicable,2024-08-21T21:47:51.441000Z,2024-08-21T22:49:18.438000Z,2024-08-26T01:48:04.227000Z,2024-08-21T22:49:19.064129Z,3687.0,CVRK3FRJ,2212,43,Male,White,Russian Federation,United Kingdom,United Kingdom,Russian,No,Full-Time
66c662044302a18377b3f41b,5aebc4ac75deca00016252ea,APPROVED,Not Applicable,2024-08-21T21:54:27.229000Z,2024-08-21T23:17:44.825000Z,2024-08-26T01:47:24.407000Z,2024-08-21T23:17:49.768448Z,4998.0,CVRK3FRJ,67,52,Female,Asian,Sri Lanka,Canada,Sri Lanka,Tamil,No,Unemployed (and job seeking)
66c666b8a18c08c51bcb3815,574dc90512d86b000f833ab0,APPROVED,Not Applicable,2024-08-21T22:17:07.576000Z,2024-08-21T23:13:59.400000Z,2024-08-26T01:47:19.692000Z,2024-08-21T23:14:57.282209Z,3412.0,CVRK3FRJ,6206,38,Male,White,United States,United States,United States,English,No,Full-Time
66c6685208aa34de6b01dc08,659ea43fea7c0cc45bbe771f,APPROVED,Not Applicable,2024-08-21T22:21:44.461000Z,2024-08-21T22:43:18.495000Z,2024-08-26T01:47:35.879000Z,2024-08-21T22:43:19.228429Z,1295.0,CVRK3FRJ,475,38,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66c6761f4e77fff0e931e406,5ece9e3b3a19db0cf5af6692,APPROVED,Not Applicable,2024-08-21T23:20:21.106000Z,2024-08-21T23:46:55.092000Z,2024-08-26T01:47:21.081000Z,2024-08-21T23:48:34.821057Z,1594.0,CVRK3FRJ,814,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66c65cf91bd338e6e6f6e250,668d8923d7fee4a7eae57705,RETURNED,Not Applicable,2024-08-21T21:32:46.988000Z,,,,,,13,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65cfdc2c59a9a9cf11b42,66c5e93db9d433438a139f9f,RETURNED,Not Applicable,2024-08-21T21:32:51.484000Z,,,,,,22,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d00fbedf9d66513b04c,5a23ff0d84da9c0001b6db6f,REJECTED,Not Applicable,2024-08-21T21:32:53.674000Z,2024-08-21T21:37:01.538000Z,2024-08-21T21:39:36.164000Z,2024-08-21T21:37:49.364000Z,248.0,NOCODE,48,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d0c92a1230068659cc6,66798c716b096fc8b4390dd0,RETURNED,Not Applicable,2024-08-21T21:33:06.270000Z,,,,,,24,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d116009673be84cf6a8,66c4ac59effd88ad819a94cf,RETURNED,Not Applicable,2024-08-21T21:33:15.222000Z,,,,,,57,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d13a76ada0b47cc37dc,5c0496b940207800014b25d1,RETURNED,Not Applicable,2024-08-21T21:33:15.563000Z,,,,,,1046,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d1e969d8faf64c174b5,570f018053cc8f000f8d4bbb,RETURNED,Not Applicable,2024-08-21T21:33:41.354000Z,,,,,,2421,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d1fd8abf313bcae9933,6658e8692fa709a5684151ab,RETURNED,Not Applicable,2024-08-21T21:33:25.846000Z,,,,,,13,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d28e4896bace3f6e20d,638e30270937d9c63194d732,RETURNED,Not Applicable,2024-08-21T21:33:36.967000Z,,,,,,891,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d2a8f6399084f22418e,6658c8583d9792782e2640f9,RETURNED,Not Applicable,2024-08-21T21:33:39.377000Z,,,,,,98,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d3044903af73b1a8f8e,6681be3769bdb3f339515542,RETURNED,Not Applicable,2024-08-21T21:33:41.932000Z,2024-08-21T21:38:36.097000Z,,2024-08-21T21:38:37.079000Z,,NOCODE,10,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d321f710fe6c82f0ed4,66c5d230189dda68bbd4769f,RETURNED,Not Applicable,2024-08-21T21:33:42.928000Z,,,,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d392fe4bebd4e308921,590a3c659e26f200016e144b,RETURNED,Not Applicable,2024-08-21T21:33:52.692000Z,,,,,,1723,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d3aa1f36ccd74747516,66c541a185d3871e429cabfa,RETURNED,Not Applicable,2024-08-21T21:33:49.134000Z,,,,,,92,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d55d4e07e6d04b13f6f,6505f90f926e984a61cee261,RETURNED,Not Applicable,2024-08-21T21:34:16.946000Z,,,,,,274,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d5696d2c859d90b46c2,5641ff9b17bdbe00122a19f8,RETURNED,Not Applicable,2024-08-21T21:34:23.747000Z,,,,,,1453,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d5bf2d18038e7fb21be,614e7e0e704ae4b36d866f33,REJECTED,Not Applicable,2024-08-21T21:34:25.994000Z,2024-08-21T21:40:17.586000Z,2024-08-21T21:47:40.360000Z,2024-08-21T21:40:18.249000Z,352.0,NOCODE,492,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d67b9d433438a13b081,5e14f72f557425b04528df9a,RETURNED,Not Applicable,2024-08-21T21:37:01.003000Z,,,,,,1581,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65d6931cf2cf6ddafcee4,62d59b380be0866cf039e0ee,RETURNED,Not Applicable,2024-08-21T21:34:39.224000Z,,,,,,1493,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65da74dd9b87a9b85e1bf,6643495b44af166c626762cd,RETURNED,Not Applicable,2024-08-21T21:35:44.078000Z,,,,,,177,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65dbcc59345ae6b196d61,587625efdb3e720001e233fb,RETURNED,Not Applicable,2024-08-21T21:36:10.641000Z,,,,,,365,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65e1c7b79a07fd1f4b965,603b9be389c6cf7d0dd74fd1,RETURNED,Not Applicable,2024-08-21T21:37:46.437000Z,,,,,,1259,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65e6d055f52fad654296b,629e26647ed2320cb32a1860,RETURNED,Not Applicable,2024-08-21T21:38:57.162000Z,,,,,,171,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65e73f6f92c13b9f3488b,65fa784f4c8efea56f3609d4,RETURNED,Not Applicable,2024-08-21T21:39:04.393000Z,,,,,,153,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65e76a295f2ff97a0fd30,6679a745002b34579f54a2aa,RETURNED,Not Applicable,2024-08-21T21:39:15.373000Z,,,,,,67,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65efbaee82ab64c7bcd53,6692329481df62fee0414857,RETURNED,Not Applicable,2024-08-21T21:41:20.714000Z,,,,,,64,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65f6b2d10d992f63084c7,6679e266222a09be1780bbd5,RETURNED,Not Applicable,2024-08-21T21:43:29.689000Z,,,,,,70,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c65f8ce1e80268521cbd0f,5766788c3d2d3a000138b0ef,RETURNED,Not Applicable,2024-08-21T21:43:44.176000Z,,,,,,1823,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c6604ec3f685fe21d6d36c,6413599b9578c7f923d4b2c2,RETURNED,Not Applicable,2024-08-21T21:47:44.421000Z,,,,,,591,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c661dafeb41c71571a8efc,60cfb6f1a8d55c525d0ad8ed,RETURNED,Not Applicable,2024-08-21T21:53:35.793000Z,,,,,,331,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c6627901aa0ec049929b93,665f3087cafff5c859b5bf1b,RETURNED,Not Applicable,2024-08-21T21:57:51.001000Z,,,,,,118,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c662cc33a716ff60ac3b0b,5c4ea7c3889752000156ddc5,RETURNED,Not Applicable,2024-08-21T21:57:34.815000Z,,,,,,3868,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c66610af0b37ab8f825dbe,66a7ec9834078bfe12db687d,RETURNED,Not Applicable,2024-08-21T22:11:46.478000Z,,,,,,40,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c667c54ef133006201db4f,5beaf551ef9cd800015c658d,RETURNED,Not Applicable,2024-08-21T22:18:55.974000Z,,,,,,712,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c675ad277b42d678ad7a0e,62d2c9d825a0449c13aa42cc,RETURNED,Not Applicable,2024-08-21T23:18:51.080000Z,,,,,,1087,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
