Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66c6154292a1230068659389,65da51b212ad91d9df1913fd,APPROVED,Not Applicable,2024-08-21T16:26:49.903000Z,2024-08-21T16:38:53.068000Z,2024-08-21T21:05:13.142000Z,2024-08-21T16:38:53.824052Z,724.0,CVRK3FRJ,94,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66c617cca4ed8f6a7a117ec0,65d58a52bf45343f7055b0e3,RETURNED,Not Applicable,2024-08-21T16:42:09.185000Z,,,2024-08-22T17:02:33.874556Z,,,422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c6197372d43c4e2551bc73,6684089a4c68d1a42da1cfaa,APPROVED,Not Applicable,2024-08-21T16:44:45.492000Z,2024-08-21T16:57:24.241000Z,2024-08-21T21:04:41.051000Z,2024-08-21T16:57:25.353303Z,759.0,CVRK3FRJ,107,18,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
66c6197457d2d1f9ad5691c8,6658ecb3b546329c14e47fab,REJECTED,Not Applicable,2024-08-21T16:44:41.659000Z,2024-08-21T16:50:14.575000Z,2024-08-21T20:09:45.862000Z,2024-08-22T17:02:33.873179Z,333.0,NOCODE,27,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c61b16505fe1a41454590b,655509818aa2ed735957565c,RETURNED,Not Applicable,2024-08-21T16:51:41.509000Z,,,2024-08-22T17:02:33.876117Z,,,365,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c61c1d7325e2218ab74778,5641193817bdbe00122a0f23,RETURNED,Not Applicable,2024-08-21T16:56:06.561000Z,,,2024-08-22T17:02:33.877849Z,,,1789,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c61e91497ca48997d16a22,59d3ef2c078dbe000195117f,RETURNED,Not Applicable,2024-08-21T17:06:32.294000Z,,,2024-08-22T17:02:33.879310Z,,,3305,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
66c62264dc600bd656a2c585,66962f162372082a3647f572,APPROVED,Not Applicable,2024-08-21T17:22:53.683000Z,2024-08-21T18:06:19.107000Z,2024-08-21T21:04:58.765000Z,2024-08-21T18:08:52.307958Z,2606.0,CVRK3FRJ,72,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66c6498011a7b2a179b6a118,66bff58ff2d1a5f273431584,APPROVED,Not Applicable,2024-08-21T20:09:43.718000Z,2024-08-21T20:30:21.195000Z,2024-08-21T21:05:20.753000Z,2024-08-21T20:30:22.067363Z,1238.0,CVRK3FRJ,1,23,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
66c6498cc94a64f678954e95,66c5feea08e0368a0da64d38,APPROVED,Not Applicable,2024-08-21T20:10:01.626000Z,2024-08-21T20:49:28.702000Z,2024-08-21T21:05:15.722000Z,2024-08-21T20:52:08.257692Z,2368.0,CVRK3FRJ,0,37,Male,White,Canada,Canada,Canada,French,No,Full-Time
